,country_x,country_code,nutslevel,nuts2,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,cleaned_region,predicted_region,confidence_score,region,avg_gini,change_gini,country_y,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,linked,country,countryname,oecdmember,eumember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
1279,France,FR,2,FRK2,Rhône-Alpes,Parliament,1997,VERTS,Greens,Les Verts,1108.0,184610.0,3630804.0,2394438.0,2277818.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.299,-0.013000000000000012,FRA,manifesto,31110.0,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993.0,2017.0,7.8,1993.0,,in 1997: Les Verts,2013-01-01T18:17:52.173Z,2021-03-12T10:13:37.769037Z,1850.0,2013-01-01T18:34:39.508Z,31.0,France,10.0,10.0,25/05/1997,199705.0,31110.0,The Greens,Les Verts,10.0,,106.0,999.0,1997.0,,,3.592,0.0,,8.0,577.0,1.0,10.0,,48.0,10.417,0.0,0.0,0.0,0.0,2.083,2.083,2.083,14.583,0.0,0.0,0.0,10.417,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,10.417,0.0,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.083,0.0,0.0,22.917,4.167,2023a,Z9DJM6
1282,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,FN,National Front / National Rally,Front National / Rassemblement national,433.0,311957.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31720.0,National Front,FN,70.0,,106.0,999.0,2003.0,,,11.12,0.0,,0.0,577.0,1.0,20.0,,312.0,0.0,4.167,0.0,0.0,5.449,0.0,0.962,1.282,0.0,2.885,1.603,2.564,1.603,0.962,1.603,1.282,0.321,0.321,1.282,1.282,2.564,3.205,2.244,0.321,0.641,7.051,0.0,0.0,0.0,0.0,2.564,0.0,0.0,0.321,0.0,3.846,5.449,4.167,0.641,1.603,1.603,1.923,0.321,8.333,0.0,8.654,0.0,9.936,0.0,0.0,1.923,0.321,0.0,3.846,0.0,0.641,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.564,2.564,2.885,2.244,0.962,2023a,C23VFA
1290,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,PCF,French Communist Party,Parti communiste francaise,1251.0,91647.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31220.0,French Communist Party,PCF,20.0,,106.0,999.0,2003.0,,,4.91,0.0,,21.0,577.0,1.0,20.0,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.75,7.5,3.75,0.0,0.0,8.75,2.5,0.0,1.25,0.0,6.25,0.0,0.0,0.0,10.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.25,0.0,13.75,11.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,0.0,7.5,0.0,0.0,0.0,1.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.5,0.0,0.0,25.0,2.5,2023a,M7WNJP
1292,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,PS,Socialist Party,Parti socialiste,1478.0,504722.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31320.0,Socialist Party,PS,30.0,,106.0,999.0,2003.0,,,25.29,0.0,,141.0,577.0,1.0,20.0,,348.0,0.0,0.575,0.0,0.575,0.0,0.0,0.575,3.161,2.586,0.0,0.287,0.287,1.149,4.31,0.0,4.023,0.0,3.736,0.575,0.0,0.0,2.011,2.011,0.287,1.149,0.0,0.0,0.862,0.287,1.437,4.023,0.0,0.862,0.0,0.0,0.287,0.575,2.299,12.644,10.92,0.0,10.057,0.0,0.287,0.0,1.437,0.0,6.897,3.161,1.437,0.0,4.885,0.0,0.575,0.0,3.736,6.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.092,2.299,0.0,23.563,0.575,2023a,FSSK46
1295,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,UDF,Union for French Democracy,Union pour la democratie francaise,213.0,111951.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31624.0,UDF,Mouvement Démocrate,Democratic Mouvement,1978.0,2017.0,22.0,1978.0,,,2013-01-01T18:18:17.255Z,2021-03-12T10:13:38.008466Z,1971.0,2013-01-01T18:34:38.767Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31624.0,Union for French Democracy,UDF,60.0,,106.0,999.0,2003.0,,,4.79,0.0,,29.0,577.0,1.0,20.0,,347.0,0.0,1.441,0.0,0.0,0.0,0.0,0.0,3.458,9.51,0.0,0.0,4.899,4.035,1.441,0.0,7.493,0.0,6.052,0.0,0.0,0.0,3.746,0.0,0.0,2.017,0.576,0.0,0.0,0.0,0.0,5.476,0.0,0.0,0.0,0.0,0.0,4.899,8.646,1.441,5.476,1.441,5.187,0.0,0.576,0.0,5.476,0.0,7.205,2.305,0.865,0.0,1.153,0.0,1.441,0.0,2.594,1.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.205,0.0,0.0,6.916,0.0,2023a,94WCGP
1296,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,UMP,,,1595.0,798375.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31626.0,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002.0,2017.0,39.5,2007.0,,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21.426Z,2021-03-12T10:13:38.132201Z,1991.0,2013-01-01T18:34:39.125Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31626.0,Union for the Presidential Majority,UMP,60.0,,106.0,999.0,2003.0,,,33.37,0.0,,365.0,577.0,1.0,20.0,,213.0,0.0,0.469,0.0,0.469,0.0,0.0,0.0,1.408,1.878,0.0,0.0,0.939,3.756,1.878,0.0,5.164,0.469,4.695,0.0,0.939,0.0,1.408,1.408,2.817,0.469,0.0,0.0,0.0,0.0,3.756,1.408,0.0,0.0,0.0,0.0,0.0,3.286,0.469,3.286,10.798,0.0,9.39,0.0,0.0,0.0,0.939,0.0,18.779,0.939,0.939,0.0,4.695,0.0,0.469,0.0,3.756,8.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.92,4.225,0.0,14.085,0.0,2023a,KR2YWY
1297,France,FR,2,FRK2,Rhône-Alpes,Parliament,2002,VERTS,Greens,Les Verts,1108.0,114527.0,3695612.0,2382134.0,2341928.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.294,-0.007000000000000006,FRA,manifesto,31110.0,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993.0,2017.0,7.8,1993.0,,in 1997: Les Verts,2013-01-01T18:17:52.173Z,2021-03-12T10:13:37.769037Z,1850.0,2013-01-01T18:34:39.508Z,31.0,France,10.0,10.0,09/06/2002,200206.0,31110.0,The Greens,Les Verts,10.0,,106.0,999.0,2003.0,,,4.44,0.0,,3.0,577.0,1.0,20.0,,266.0,0.0,0.0,0.0,0.376,0.0,0.0,0.0,1.88,1.128,0.0,0.0,2.632,9.774,5.263,0.0,5.263,0.0,0.376,0.0,0.0,0.0,1.88,1.88,1.128,1.128,0.0,0.0,0.376,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,20.677,0.0,11.278,6.391,0.0,3.383,0.376,0.0,0.0,0.0,0.0,3.383,4.511,1.504,0.0,5.639,0.0,2.256,0.0,3.759,1.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.782,3.008,0.0,17.669,0.0,2023a,OPHATG
1301,France,FR,2,FRK2,Rhône-Alpes,Parliament,2007,FN,National Front / National Rally,Front National / Rassemblement national,433.0,112094.0,4059969.0,2391827.0,2358479.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.312,-0.009000000000000008,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,10/06/2007,200706.0,31720.0,National Front,FN,70.0,,106.0,999.0,2008.0,,,4.289,0.0,,0.0,577.0,1.0,30.0,,1225.0,0.571,0.571,0.571,0.735,3.837,0.0,0.245,1.469,0.0,1.633,5.878,2.939,1.388,0.163,0.816,0.653,0.0,1.714,1.633,7.755,5.224,2.694,1.633,0.0,0.0,2.367,0.0,2.286,0.0,0.0,1.633,0.0,0.0,1.306,0.0,0.0,4.653,2.857,1.143,3.837,0.163,1.796,0.082,11.347,0.0,7.51,6.939,0.0,0.327,0.082,1.306,1.306,0.245,6.612,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.49,1.633,6.531,4.98,0.816,2023a,LK6FUF
1307,France,FR,2,FRK2,Rhône-Alpes,Parliament,2007,PCF,French Communist Party,Parti communiste francaise,1251.0,76332.0,4059969.0,2391827.0,2358479.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.312,-0.009000000000000008,FRA,manifesto,31220.0,PCF,Parti Communiste Français,French Communist Party,1946.0,2017.0,28.6,1946.0,,,2013-01-01T18:17:53.203Z,2021-03-12T10:13:38.063026Z,1855.0,2013-01-01T18:34:36.765Z,31.0,France,10.0,10.0,10/06/2007,200706.0,31220.0,French Communist Party,PCF,20.0,,106.0,999.0,2008.0,,,4.287,0.0,,15.0,577.0,1.0,30.0,,300.0,0.0,0.0,0.0,1.667,0.0,1.0,4.0,6.0,3.333,0.0,0.0,3.0,7.333,0.0,0.667,0.333,0.0,0.667,0.0,4.0,0.0,1.333,3.333,0.0,0.0,0.667,0.333,0.667,0.0,0.0,2.333,0.0,2.667,0.0,0.0,0.0,2.333,5.333,8.0,15.667,0.0,6.0,0.0,0.0,0.0,0.0,0.667,0.333,0.0,0.0,0.0,8.667,0.0,3.0,1.667,0.333,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0,3.333,0.0,23.667,5.0,2023a,SNK1AN
1309,France,FR,2,FRK2,Rhône-Alpes,Parliament,2007,PS,Socialist Party,Parti socialiste,1478.0,538560.0,4059969.0,2391827.0,2358479.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.312,-0.009000000000000008,FRA,manifesto,31320.0,SIFO,Parti Socialiste,Socialist Party,1946.0,2017.0,36.6,1981.0,,,2013-01-01T18:18:17.903Z,2021-03-12T10:13:38.080355Z,1974.0,2013-01-01T18:34:38.365Z,31.0,France,10.0,10.0,10/06/2007,200706.0,31320.0,Socialist Party,PS,30.0,,106.0,999.0,2008.0,,,24.733,0.0,,186.0,577.0,1.0,30.0,,301.0,0.332,0.332,0.0,0.0,1.993,0.0,0.332,3.987,3.987,0.0,0.0,2.658,3.987,0.0,2.99,0.332,0.0,2.99,0.0,2.326,0.0,2.326,6.312,0.332,2.658,0.0,0.0,0.997,0.0,0.664,1.661,0.332,0.0,0.664,0.0,1.329,3.322,5.316,6.645,14.286,0.0,5.648,0.0,2.326,0.0,0.664,0.664,3.987,1.661,0.664,0.664,4.651,0.0,2.658,0.0,1.329,1.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.262,6.977,0.664,20.93,0.332,2023a,I9LS6S
1310,France,FR,2,FRK2,Rhône-Alpes,Parliament,2007,UMP,,,1595.0,993873.0,4059969.0,2391827.0,2358479.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.312,-0.009000000000000008,FRA,manifesto,31626.0,UMP,Union pour un Mouvement Populaire,Union for a Popular Movement,2002.0,2017.0,39.5,2007.0,,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21.426Z,2021-03-12T10:13:38.132201Z,1991.0,2013-01-01T18:34:39.125Z,31.0,France,10.0,10.0,10/06/2007,200706.0,31626.0,Union for a Popular Movement,UMP,60.0,,106.0,999.0,2008.0,,,39.54,0.0,,313.0,577.0,1.0,30.0,,951.0,0.841,0.0,0.0,0.0,1.262,0.21,0.0,3.26,4.732,0.0,0.105,1.577,3.365,0.0,0.0,0.946,0.0,6.414,0.0,2.208,1.262,2.629,1.577,0.0,0.0,0.21,0.315,3.049,0.0,3.47,4.206,0.21,0.0,1.682,0.0,0.21,6.099,5.573,3.891,13.67,0.526,9.464,0.0,1.157,0.0,1.052,0.105,4.311,2.103,0.105,0.21,0.105,0.105,3.049,0.0,1.367,3.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.987,1.788,2.944,17.56,0.21,2023a,N872IL
1311,France,FR,2,FRK2,Rhône-Alpes,Parliament,2007,VERTS,Greens,Les Verts,1108.0,93958.0,4059969.0,2391827.0,2358479.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.312,-0.009000000000000008,FRA,manifesto,31110.0,Les Verts,Europe Écologie Les Verts,Europe Ecology - The Greens,1993.0,2017.0,7.8,1993.0,,in 1997: Les Verts,2013-01-01T18:17:52.173Z,2021-03-12T10:13:37.769037Z,1850.0,2013-01-01T18:34:39.508Z,31.0,France,10.0,10.0,10/06/2007,200706.0,31110.0,The Greens,Les Verts,10.0,,106.0,999.0,2008.0,,,3.251,0.0,,4.0,577.0,1.0,30.0,,653.0,0.153,0.0,0.0,0.0,0.0,1.531,0.153,6.738,5.054,0.0,0.153,5.819,7.81,0.0,0.919,2.144,0.0,0.459,0.0,1.072,0.0,2.603,4.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369,0.0,0.459,0.766,0.0,0.766,13.783,4.594,7.963,10.26,0.0,7.198,0.0,0.0,0.0,0.0,1.225,0.0,0.459,1.378,0.0,2.45,0.0,4.288,0.0,0.613,1.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.168,4.288,0.766,18.224,1.685,2023a,B1CEKA
1314,France,FR,2,FRK2,Rhône-Alpes,Parliament,2012,FG,Left Front,Front de Gauche,4363.0,154015.0,4228245.0,2461141.0,2433021.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.33,-0.0040000000000000036,FRA,manifesto,31021.0,FDG,Front de Gauche,Left Front,2012.0,2012.0,6.9,2012.0,,,2015-11-17T11:43:35.604939Z,2021-03-12T10:13:37.771443Z,15483.0,2015-11-17T11:49:26.100362Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31021.0,Left Front,FDG,20.0,,106.0,4.0,2013.0,0.663,0.523,6.909,0.0,,10.0,577.0,8.0,80.0,2023-1,747.0,0.0,0.0,0.0,0.0,0.0,0.669,0.402,3.079,6.024,0.134,1.071,1.071,11.379,0.0,0.0,1.071,0.0,0.268,0.134,0.134,0.0,1.339,11.78,0.0,0.0,0.134,0.0,0.0,0.134,0.535,6.024,1.874,1.473,0.134,1.339,3.614,2.276,6.024,9.371,14.726,0.0,4.552,0.0,0.0,0.0,0.0,0.402,1.071,0.268,0.268,0.937,1.874,0.0,2.811,0.0,1.071,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.925,13.655,0.134,24.096,1.071,2023a,RW9JSD
1315,France,FR,2,FRK2,Rhône-Alpes,Parliament,2012,FN,National Front / National Rally,Front National / Rassemblement national,433.0,379970.0,4228245.0,2461141.0,2433021.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.33,-0.0040000000000000036,FRA,manifesto,31720.0,FN,Front National,National Front,1986.0,2017.0,14.9,1997.0,,,2013-01-01T18:17:06.254Z,2021-03-12T10:13:37.773172Z,1634.0,2013-01-01T18:34:34.765Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31720.0,National Front,FN,70.0,,106.0,4.0,2013.0,0.663,0.523,13.596,0.0,,2.0,577.0,1.0,80.0,2023-1,297.0,0.0,0.0,0.0,0.0,2.694,0.0,0.0,1.347,0.0,1.347,5.051,1.347,3.704,0.0,0.0,0.337,0.0,3.03,0.0,0.0,0.0,2.02,8.081,0.0,0.0,1.01,0.0,0.0,0.0,1.347,5.724,0.0,0.337,4.04,0.0,0.0,3.704,1.347,1.347,11.448,0.673,1.684,0.337,9.428,0.0,3.03,0.0,13.131,0.337,0.0,1.684,1.01,0.0,7.071,0.0,1.01,1.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.081,8.081,4.04,12.795,0.0,2023a,1NYXLW
1316,France,FR,2,FRK2,Rhône-Alpes,Parliament,2012,NCE,New Centre,Nouveau centre,1255.0,22588.0,4228245.0,2461141.0,2433021.0,rhône-alpes,Rhône-Alpes,1.0,Rhône-Alpes,0.33,-0.0040000000000000036,FRA,manifesto,31630.0,NC,Nouveau Centre,New Centre,2012.0,2012.0,2.2,2012.0,,,2015-11-17T11:43:49.610512Z,2021-03-12T10:13:38.054457Z,15528.0,2015-11-17T11:49:25.022584Z,31.0,France,10.0,10.0,10/06/2012,201206.0,31630.0,New Centre,NC,60.0,,106.0,4.0,2013.0,0.663,0.523,2.196,0.0,,12.0,577.0,1.0,80.0,2023-1,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,6.944,0.0,0.0,1.667,2.083,0.0,0.0,2.917,0.0,3.194,0.0,0.556,0.0,6.111,2.778,0.0,0.0,0.0,0.0,0.139,0.0,2.917,1.944,0.0,0.0,0.0,0.0,0.139,3.889,7.778,12.639,17.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.972,0.0,6.111,2.222,0.0,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.028,2.778,0.0,30.139,0.0,2023a,LT57AQ
